ID,DATA,CLIENTE,PRODUTO,CATEGORIA,QUANTIDADE,PRECO_UNITARIO,DESCONTO_PERCENTUAL,FORMA_PAGAMENTO,CIDADE,ESTADO,STATUS
380,2026-09-17,CLIENTE_0380,PRODUTO_021,CATEGORIA_09,1,56.10,5,CARTAO_CREDITO,CIDADE_21,UF03,CANCELADO
381,2024-10-18,CLIENTE_0381,PRODUTO_022,CATEGORIA_10,2,57.47,6,PIX,CIDADE_22,UF04,PAGO
382,2025-11-19,CLIENTE_0382,PRODUTO_023,CATEGORIA_11,3,58.84,7,BOLETO,CIDADE_23,UF05,PENDENTE
383,2026-12-20,CLIENTE_0383,PRODUTO_024,CATEGORIA_12,4,60.21,8,CARTAO_DEBITO,CIDADE_24,UF06,CANCELADO
384,2024-01-21,CLIENTE_0384,PRODUTO_025,CATEGORIA_01,5,61.58,9,CARTAO_CREDITO,CIDADE_25,UF07,PAGO
385,2025-02-22,CLIENTE_0385,PRODUTO_026,CATEGORIA_02,6,62.95,10,PIX,CIDADE_26,UF08,PENDENTE
386,2026-03-23,CLIENTE_0386,PRODUTO_027,CATEGORIA_03,7,64.32,11,BOLETO,CIDADE_27,UF09,CANCELADO
387,2024-04-24,CLIENTE_0387,PRODUTO_028,CATEGORIA_04,8,65.69,12,CARTAO_DEBITO,CIDADE_28,UF10,PAGO
388,2025-05-25,CLIENTE_0388,PRODUTO_029,CATEGORIA_05,9,67.06,13,CARTAO_CREDITO,CIDADE_29,UF11,PENDENTE
389,2026-06-26,CLIENTE_0389,PRODUTO_030,CATEGORIA_06,10,68.43,14,PIX,CIDADE_30,UF12,CANCELADO
390,2024-07-27,CLIENTE_0390,PRODUTO_031,CATEGORIA_07,1,69.80,15,BOLETO,CIDADE_31,UF13,PAGO
391,2025-08-28,CLIENTE_0391,PRODUTO_032,CATEGORIA_08,2,71.17,16,CARTAO_DEBITO,CIDADE_32,UF14,PENDENTE
392,2026-09-01,CLIENTE_0392,PRODUTO_033,CATEGORIA_09,3,72.54,17,CARTAO_CREDITO,CIDADE_33,UF15,CANCELADO
393,2024-10-02,CLIENTE_0393,PRODUTO_034,CATEGORIA_10,4,73.91,18,PIX,CIDADE_34,UF16,PAGO
394,2025-11-03,CLIENTE_0394,PRODUTO_035,CATEGORIA_11,5,75.28,19,BOLETO,CIDADE_35,UF17,PENDENTE
395,2026-12-04,CLIENTE_0395,PRODUTO_036,CATEGORIA_12,6,76.65,20,CARTAO_DEBITO,CIDADE_36,UF18,CANCELADO
396,2024-01-05,CLIENTE_0396,PRODUTO_037,CATEGORIA_01,7,78.02,21,CARTAO_CREDITO,CIDADE_37,UF19,PAGO
397,2025-02-06,CLIENTE_0397,PRODUTO_038,CATEGORIA_02,8,79.39,22,PIX,CIDADE_38,UF20,PENDENTE
398,2026-03-07,CLIENTE_0398,PRODUTO_039,CATEGORIA_03,9,80.76,23,BOLETO,CIDADE_39,UF21,CANCELADO
399,2024-04-08,CLIENTE_0399,PRODUTO_040,CATEGORIA_04,10,82.13,24,CARTAO_DEBITO,CIDADE_40,UF22,PAGO
400,2025-05-09,CLIENTE_0400,PRODUTO_041,CATEGORIA_05,1,83.50,0,CARTAO_CREDITO,CIDADE_01,UF23,PENDENTE
401,2026-06-10,CLIENTE_0401,PRODUTO_042,CATEGORIA_06,2,84.87,1,PIX,CIDADE_02,UF24,CANCELADO
402,2024-07-11,CLIENTE_0402,PRODUTO_043,CATEGORIA_07,3,86.24,2,BOLETO,CIDADE_03,UF25,PAGO
403,2025-08-12,CLIENTE_0403,PRODUTO_044,CATEGORIA_08,4,87.61,3,CARTAO_DEBITO,CIDADE_04,UF26,PENDENTE
404,2026-09-13,CLIENTE_0404,PRODUTO_045,CATEGORIA_09,5,88.98,4,CARTAO_CREDITO,CIDADE_05,UF27,CANCELADO
405,2024-10-14,CLIENTE_0405,PRODUTO_046,CATEGORIA_10,6,90.35,5,PIX,CIDADE_06,UF01,PAGO
406,2025-11-15,CLIENTE_0406,PRODUTO_047,CATEGORIA_11,7,91.72,6,BOLETO,CIDADE_07,UF02,PENDENTE
407,2026-12-16,CLIENTE_0407,PRODUTO_048,CATEGORIA_12,8,93.09,7,CARTAO_DEBITO,CIDADE_08,UF03,CANCELADO
408,2024-01-17,CLIENTE_0408,PRODUTO_049,CATEGORIA_01,9,94.46,8,CARTAO_CREDITO,CIDADE_09,UF04,PAGO
409,2025-02-18,CLIENTE_0409,PRODUTO_050,CATEGORIA_02,10,95.83,9,PIX,CIDADE_10,UF05,PENDENTE
410,2026-03-19,CLIENTE_0410,PRODUTO_051,CATEGORIA_03,1,97.20,10,BOLETO,CIDADE_11,UF06,CANCELADO
411,2024-04-20,CLIENTE_0411,PRODUTO_052,CATEGORIA_04,2,98.57,11,CARTAO_DEBITO,CIDADE_12,UF07,PAGO
412,2025-05-21,CLIENTE_0412,PRODUTO_053,CATEGORIA_05,3,99.94,12,CARTAO_CREDITO,CIDADE_13,UF08,PENDENTE
413,2026-06-22,CLIENTE_0413,PRODUTO_054,CATEGORIA_06,4,101.31,13,PIX,CIDADE_14,UF09,CANCELADO
414,2024-07-23,CLIENTE_0414,PRODUTO_055,CATEGORIA_07,5,102.68,14,BOLETO,CIDADE_15,UF10,PAGO
415,2025-08-24,CLIENTE_0415,PRODUTO_056,CATEGORIA_08,6,104.05,15,CARTAO_DEBITO,CIDADE_16,UF11,PENDENTE
416,2026-09-25,CLIENTE_0416,PRODUTO_057,CATEGORIA_09,7,105.42,16,CARTAO_CREDITO,CIDADE_17,UF12,CANCELADO
417,2024-10-26,CLIENTE_0417,PRODUTO_058,CATEGORIA_10,8,106.79,17,PIX,CIDADE_18,UF13,PAGO
418,2025-11-27,CLIENTE_0418,PRODUTO_059,CATEGORIA_11,9,108.16,18,BOLETO,CIDADE_19,UF14,PENDENTE
419,2026-12-28,CLIENTE_0419,PRODUTO_060,CATEGORIA_12,10,109.53,19,CARTAO_DEBITO,CIDADE_20,UF15,CANCELADO
420,2024-01-01,CLIENTE_0420,PRODUTO_061,CATEGORIA_01,1,110.90,20,CARTAO_CREDITO,CIDADE_21,UF16,PAGO
421,2025-02-02,CLIENTE_0421,PRODUTO_062,CATEGORIA_02,2,112.27,21,PIX,CIDADE_22,UF17,PENDENTE
422,2026-03-03,CLIENTE_0422,PRODUTO_063,CATEGORIA_03,3,113.64,22,BOLETO,CIDADE_23,UF18,CANCELADO
423,2024-04-04,CLIENTE_0423,PRODUTO_064,CATEGORIA_04,4,115.01,23,CARTAO_DEBITO,CIDADE_24,UF19,PAGO
424,2025-05-05,CLIENTE_0424,PRODUTO_065,CATEGORIA_05,5,116.38,24,CARTAO_CREDITO,CIDADE_25,UF20,PENDENTE
425,2026-06-06,CLIENTE_0425,PRODUTO_066,CATEGORIA_06,6,117.75,0,PIX,CIDADE_26,UF21,CANCELADO
426,2024-07-07,CLIENTE_0426,PRODUTO_067,CATEGORIA_07,7,119.12,1,BOLETO,CIDADE_27,UF22,PAGO
427,2025-08-08,CLIENTE_0427,PRODUTO_068,CATEGORIA_08,8,120.49,2,CARTAO_DEBITO,CIDADE_28,UF23,PENDENTE
428,2026-09-09,CLIENTE_0428,PRODUTO_069,CATEGORIA_09,9,121.86,3,CARTAO_CREDITO,CIDADE_29,UF24,CANCELADO
429,2024-10-10,CLIENTE_0429,PRODUTO_070,CATEGORIA_10,10,123.23,4,PIX,CIDADE_30,UF25,PAGO
430,2025-11-11,CLIENTE_0430,PRODUTO_071,CATEGORIA_11,1,124.60,5,BOLETO,CIDADE_31,UF26,PENDENTE
431,2026-12-12,CLIENTE_0431,PRODUTO_072,CATEGORIA_12,2,125.97,6,CARTAO_DEBITO,CIDADE_32,UF27,CANCELADO
432,2024-01-13,CLIENTE_0432,PRODUTO_073,CATEGORIA_01,3,127.34,7,CARTAO_CREDITO,CIDADE_33,UF01,PAGO
433,2025-02-14,CLIENTE_0433,PRODUTO_074,CATEGORIA_02,4,128.71,8,PIX,CIDADE_34,UF02,PENDENTE
434,2026-03-15,CLIENTE_0434,PRODUTO_075,CATEGORIA_03,5,130.08,9,BOLETO,CIDADE_35,UF03,CANCELADO
435,2024-04-16,CLIENTE_0435,PRODUTO_076,CATEGORIA_04,6,131.45,10,CARTAO_DEBITO,CIDADE_36,UF04,PAGO
436,2025-05-17,CLIENTE_0436,PRODUTO_077,CATEGORIA_05,7,132.82,11,CARTAO_CREDITO,CIDADE_37,UF05,PENDENTE
437,2026-06-18,CLIENTE_0437,PRODUTO_078,CATEGORIA_06,8,134.19,12,PIX,CIDADE_38,UF06,CANCELADO
438,2024-07-19,CLIENTE_0438,PRODUTO_079,CATEGORIA_07,9,135.56,13,BOLETO,CIDADE_39,UF07,PAGO
439,2025-08-20,CLIENTE_0439,PRODUTO_080,CATEGORIA_08,10,136.93,14,CARTAO_DEBITO,CIDADE_40,UF08,PENDENTE
440,2026-09-21,CLIENTE_0440,PRODUTO_081,CATEGORIA_09,1,138.30,15,CARTAO_CREDITO,CIDADE_01,UF09,CANCELADO
441,2024-10-22,CLIENTE_0441,PRODUTO_082,CATEGORIA_10,2,139.67,16,PIX,CIDADE_02,UF10,PAGO
442,2025-11-23,CLIENTE_0442,PRODUTO_083,CATEGORIA_11,3,141.04,17,BOLETO,CIDADE_03,UF11,PENDENTE
443,2026-12-24,CLIENTE_0443,PRODUTO_084,CATEGORIA_12,4,142.41,18,CARTAO_DEBITO,CIDADE_04,UF12,CANCELADO
444,2024-01-25,CLIENTE_0444,PRODUTO_085,CATEGORIA_01,5,143.78,19,CARTAO_CREDITO,CIDADE_05,UF13,PAGO
445,2025-02-26,CLIENTE_0445,PRODUTO_086,CATEGORIA_02,6,145.15,20,PIX,CIDADE_06,UF14,PENDENTE
446,2026-03-27,CLIENTE_0446,PRODUTO_087,CATEGORIA_03,7,146.52,21,BOLETO,CIDADE_07,UF15,CANCELADO
447,2024-04-28,CLIENTE_0447,PRODUTO_088,CATEGORIA_04,8,147.89,22,CARTAO_DEBITO,CIDADE_08,UF16,PAGO
448,2025-05-01,CLIENTE_0448,PRODUTO_089,CATEGORIA_05,9,149.26,23,CARTAO_CREDITO,CIDADE_09,UF17,PENDENTE
449,2026-06-02,CLIENTE_0449,PRODUTO_090,CATEGORIA_06,10,150.63,24,PIX,CIDADE_10,UF18,CANCELADO
450,2024-07-03,CLIENTE_0450,PRODUTO_091,CATEGORIA_07,1,152.00,0,BOLETO,CIDADE_11,UF19,PAGO
451,2025-08-04,CLIENTE_0451,PRODUTO_092,CATEGORIA_08,2,153.37,1,CARTAO_DEBITO,CIDADE_12,UF20,PENDENTE
452,2026-09-05,CLIENTE_0452,PRODUTO_093,CATEGORIA_09,3,154.74,2,CARTAO_CREDITO,CIDADE_13,UF21,CANCELADO
453,2024-10-06,CLIENTE_0453,PRODUTO_094,CATEGORIA_10,4,156.11,3,PIX,CIDADE_14,UF22,PAGO
454,2025-11-07,CLIENTE_0454,PRODUTO_095,CATEGORIA_11,5,157.48,4,BOLETO,CIDADE_15,UF23,PENDENTE
455,2026-12-08,CLIENTE_0455,PRODUTO_096,CATEGORIA_12,6,158.85,5,CARTAO_DEBITO,CIDADE_16,UF24,CANCELADO
456,2024-01-09,CLIENTE_0456,PRODUTO_097,CATEGORIA_01,7,160.22,6,CARTAO_CREDITO,CIDADE_17,UF25,PAGO
457,2025-02-10,CLIENTE_0457,PRODUTO_098,CATEGORIA_02,8,161.59,7,PIX,CIDADE_18,UF26,PENDENTE
458,2026-03-11,CLIENTE_0458,PRODUTO_099,CATEGORIA_03,9,162.96,8,BOLETO,CIDADE_19,UF27,CANCELADO
459,2024-04-12,CLIENTE_0459,PRODUTO_100,CATEGORIA_04,10,164.33,9,CARTAO_DEBITO,CIDADE_20,UF01,PAGO
460,2025-05-13,CLIENTE_0460,PRODUTO_101,CATEGORIA_05,1,165.70,10,CARTAO_CREDITO,CIDADE_21,UF02,PENDENTE
461,2026-06-14,CLIENTE_0461,PRODUTO_102,CATEGORIA_06,2,167.07,11,PIX,CIDADE_22,UF03,CANCELADO
462,2024-07-15,CLIENTE_0462,PRODUTO_103,CATEGORIA_07,3,168.44,12,BOLETO,CIDADE_23,UF04,PAGO
463,2025-08-16,CLIENTE_0463,PRODUTO_104,CATEGORIA_08,4,169.81,13,CARTAO_DEBITO,CIDADE_24,UF05,PENDENTE
464,2026-09-17,CLIENTE_0464,PRODUTO_105,CATEGORIA_09,5,171.18,14,CARTAO_CREDITO,CIDADE_25,UF06,CANCELADO
465,2024-10-18,CLIENTE_0465,PRODUTO_106,CATEGORIA_10,6,172.55,15,PIX,CIDADE_26,UF07,PAGO
466,2025-11-19,CLIENTE_0466,PRODUTO_107,CATEGORIA_11,7,173.92,16,BOLETO,CIDADE_27,UF08,PENDENTE
467,2026-12-20,CLIENTE_0467,PRODUTO_108,CATEGORIA_12,8,175.29,17,CARTAO_DEBITO,CIDADE_28,UF09,CANCELADO
468,2024-01-21,CLIENTE_0468,PRODUTO_109,CATEGORIA_01,9,176.66,18,CARTAO_CREDITO,CIDADE_29,UF10,PAGO
469,2025-02-22,CLIENTE_0469,PRODUTO_110,CATEGORIA_02,10,178.03,19,PIX,CIDADE_30,UF11,PENDENTE
470,2026-03-23,CLIENTE_0470,PRODUTO_111,CATEGORIA_03,1,179.40,20,BOLETO,CIDADE_31,UF12,CANCELADO
471,2024-04-24,CLIENTE_0471,PRODUTO_112,CATEGORIA_04,2,180.77,21,CARTAO_DEBITO,CIDADE_32,UF13,PAGO
472,2025-05-25,CLIENTE_0472,PRODUTO_113,CATEGORIA_05,3,182.14,22,CARTAO_CREDITO,CIDADE_33,UF14,PENDENTE
473,2026-06-26,CLIENTE_0473,PRODUTO_114,CATEGORIA_06,4,183.51,23,PIX,CIDADE_34,UF15,CANCELADO
474,2024-07-27,CLIENTE_0474,PRODUTO_115,CATEGORIA_07,5,184.88,24,BOLETO,CIDADE_35,UF16,PAGO
475,2025-08-28,CLIENTE_0475,PRODUTO_116,CATEGORIA_08,6,186.25,0,CARTAO_DEBITO,CIDADE_36,UF17,PENDENTE
476,2026-09-01,CLIENTE_0476,PRODUTO_117,CATEGORIA_09,7,187.62,1,CARTAO_CREDITO,CIDADE_37,UF18,CANCELADO
477,2024-10-02,CLIENTE_0477,PRODUTO_118,CATEGORIA_10,8,188.99,2,PIX,CIDADE_38,UF19,PAGO
478,2025-11-03,CLIENTE_0478,PRODUTO_119,CATEGORIA_11,9,190.36,3,BOLETO,CIDADE_39,UF20,PENDENTE
479,2026-12-04,CLIENTE_0479,PRODUTO_120,CATEGORIA_12,10,191.73,4,CARTAO_DEBITO,CIDADE_40,UF21,CANCELADO
480,2024-01-05,CLIENTE_0480,PRODUTO_121,CATEGORIA_01,1,193.10,5,CARTAO_CREDITO,CIDADE_01,UF22,PAGO
481,2025-02-06,CLIENTE_0481,PRODUTO_122,CATEGORIA_02,2,194.47,6,PIX,CIDADE_02,UF23,PENDENTE
482,2026-03-07,CLIENTE_0482,PRODUTO_123,CATEGORIA_03,3,195.84,7,BOLETO,CIDADE_03,UF24,CANCELADO
483,2024-04-08,CLIENTE_0483,PRODUTO_124,CATEGORIA_04,4,197.21,8,CARTAO_DEBITO,CIDADE_04,UF25,PAGO
484,2025-05-09,CLIENTE_0484,PRODUTO_125,CATEGORIA_05,5,198.58,9,CARTAO_CREDITO,CIDADE_05,UF26,PENDENTE
485,2026-06-10,CLIENTE_0485,PRODUTO_126,CATEGORIA_06,6,199.95,10,PIX,CIDADE_06,UF27,CANCELADO
486,2024-07-11,CLIENTE_0486,PRODUTO_127,CATEGORIA_07,7,201.32,11,BOLETO,CIDADE_07,UF01,PAGO
487,2025-08-12,CLIENTE_0487,PRODUTO_128,CATEGORIA_08,8,202.69,12,CARTAO_DEBITO,CIDADE_08,UF02,PENDENTE
488,2026-09-13,CLIENTE_0488,PRODUTO_129,CATEGORIA_09,9,204.06,13,CARTAO_CREDITO,CIDADE_09,UF03,CANCELADO
489,2024-10-14,CLIENTE_0489,PRODUTO_130,CATEGORIA_10,10,205.43,14,PIX,CIDADE_10,UF04,PAGO
490,2025-11-15,CLIENTE_0490,PRODUTO_131,CATEGORIA_11,1,206.80,15,BOLETO,CIDADE_11,UF05,PENDENTE
491,2026-12-16,CLIENTE_0491,PRODUTO_132,CATEGORIA_12,2,208.17,16,CARTAO_DEBITO,CIDADE_12,UF06,CANCELADO
492,2024-01-17,CLIENTE_0492,PRODUTO_133,CATEGORIA_01,3,209.54,17,CARTAO_CREDITO,CIDADE_13,UF07,PAGO
493,2025-02-18,CLIENTE_0493,PRODUTO_134,CATEGORIA_02,4,210.91,18,PIX,CIDADE_14,UF08,PENDENTE
494,2026-03-19,CLIENTE_0494,PRODUTO_135,CATEGORIA_03,5,212.28,19,BOLETO,CIDADE_15,UF09,CANCELADO
495,2024-04-20,CLIENTE_0495,PRODUTO_136,CATEGORIA_04,6,213.65,20,CARTAO_DEBITO,CIDADE_16,UF10,PAGO
496,2025-05-21,CLIENTE_0496,PRODUTO_137,CATEGORIA_05,7,215.02,21,CARTAO_CREDITO,CIDADE_17,UF11,PENDENTE
497,2026-06-22,CLIENTE_0497,PRODUTO_138,CATEGORIA_06,8,216.39,22,PIX,CIDADE_18,UF12,CANCELADO
498,2024-07-23,CLIENTE_0498,PRODUTO_139,CATEGORIA_07,9,217.76,23,BOLETO,CIDADE_19,UF13,PAGO
499,2025-08-24,CLIENTE_0499,PRODUTO_140,CATEGORIA_08,10,219.13,24,CARTAO_DEBITO,CIDADE_20,UF14,PENDENTE
500,2026-09-25,CLIENTE_0500,PRODUTO_141,CATEGORIA_09,1,220.50,0,CARTAO_CREDITO,CIDADE_21,UF15,CANCELADO
501,2024-10-26,CLIENTE_0501,PRODUTO_142,CATEGORIA_10,2,221.87,1,PIX,CIDADE_22,UF16,PAGO
502,2025-11-27,CLIENTE_0502,PRODUTO_143,CATEGORIA_11,3,223.24,2,BOLETO,CIDADE_23,UF17,PENDENTE
503,2026-12-28,CLIENTE_0503,PRODUTO_144,CATEGORIA_12,4,224.61,3,CARTAO_DEBITO,CIDADE_24,UF18,CANCELADO
504,2024-01-01,CLIENTE_0504,PRODUTO_145,CATEGORIA_01,5,225.98,4,CARTAO_CREDITO,CIDADE_25,UF19,PAGO
505,2025-02-02,CLIENTE_0505,PRODUTO_146,CATEGORIA_02,6,227.35,5,PIX,CIDADE_26,UF20,PENDENTE
506,2026-03-03,CLIENTE_0506,PRODUTO_147,CATEGORIA_03,7,228.72,6,BOLETO,CIDADE_27,UF21,CANCELADO
507,2024-04-04,CLIENTE_0507,PRODUTO_148,CATEGORIA_04,8,230.09,7,CARTAO_DEBITO,CIDADE_28,UF22,PAGO
508,2025-05-05,CLIENTE_0508,PRODUTO_149,CATEGORIA_05,9,231.46,8,CARTAO_CREDITO,CIDADE_29,UF23,PENDENTE
509,2026-06-06,CLIENTE_0509,PRODUTO_150,CATEGORIA_06,10,232.83,9,PIX,CIDADE_30,UF24,CANCELADO
510,2024-07-07,CLIENTE_0510,PRODUTO_151,CATEGORIA_07,1,234.20,10,BOLETO,CIDADE_31,UF25,PAGO
511,2025-08-08,CLIENTE_0511,PRODUTO_152,CATEGORIA_08,2,235.57,11,CARTAO_DEBITO,CIDADE_32,UF26,PENDENTE
512,2026-09-09,CLIENTE_0512,PRODUTO_153,CATEGORIA_09,3,236.94,12,CARTAO_CREDITO,CIDADE_33,UF27,CANCELADO
513,2024-10-10,CLIENTE_0513,PRODUTO_154,CATEGORIA_10,4,238.31,13,PIX,CIDADE_34,UF01,PAGO
514,2025-11-11,CLIENTE_0514,PRODUTO_155,CATEGORIA_11,5,239.68,14,BOLETO,CIDADE_35,UF02,PENDENTE
515,2026-12-12,CLIENTE_0515,PRODUTO_156,CATEGORIA_12,6,241.05,15,CARTAO_DEBITO,CIDADE_36,UF03,CANCELADO
516,2024-01-13,CLIENTE_0516,PRODUTO_157,CATEGORIA_01,7,242.42,16,CARTAO_CREDITO,CIDADE_37,UF04,PAGO
517,2025-02-14,CLIENTE_0517,PRODUTO_158,CATEGORIA_02,8,243.79,17,PIX,CIDADE_38,UF05,PENDENTE
518,2026-03-15,CLIENTE_0518,PRODUTO_159,CATEGORIA_03,9,245.16,18,BOLETO,CIDADE_39,UF06,CANCELADO
519,2024-04-16,CLIENTE_0519,PRODUTO_160,CATEGORIA_04,10,246.53,19,CARTAO_DEBITO,CIDADE_40,UF07,PAGO
520,2025-05-17,CLIENTE_0520,PRODUTO_161,CATEGORIA_05,1,247.90,20,CARTAO_CREDITO,CIDADE_01,UF08,PENDENTE
521,2026-06-18,CLIENTE_0521,PRODUTO_162,CATEGORIA_06,2,249.27,21,PIX,CIDADE_02,UF09,CANCELADO
522,2024-07-19,CLIENTE_0522,PRODUTO_163,CATEGORIA_07,3,250.64,22,BOLETO,CIDADE_03,UF10,PAGO
523,2025-08-20,CLIENTE_0523,PRODUTO_164,CATEGORIA_08,4,252.01,23,CARTAO_DEBITO,CIDADE_04,UF11,PENDENTE
524,2026-09-21,CLIENTE_0524,PRODUTO_165,CATEGORIA_09,5,253.38,24,CARTAO_CREDITO,CIDADE_05,UF12,CANCELADO
525,2024-10-22,CLIENTE_0525,PRODUTO_166,CATEGORIA_10,6,254.75,0,PIX,CIDADE_06,UF13,PAGO
526,2025-11-23,CLIENTE_0526,PRODUTO_167,CATEGORIA_11,7,256.12,1,BOLETO,CIDADE_07,UF14,PENDENTE
527,2026-12-24,CLIENTE_0527,PRODUTO_168,CATEGORIA_12,8,257.49,2,CARTAO_DEBITO,CIDADE_08,UF15,CANCELADO
528,2024-01-25,CLIENTE_0528,PRODUTO_169,CATEGORIA_01,9,258.86,3,CARTAO_CREDITO,CIDADE_09,UF16,PAGO
529,2025-02-26,CLIENTE_0529,PRODUTO_170,CATEGORIA_02,10,260.23,4,PIX,CIDADE_10,UF17,PENDENTE
530,2026-03-27,CLIENTE_0530,PRODUTO_171,CATEGORIA_03,1,261.60,5,BOLETO,CIDADE_11,UF18,CANCELADO
531,2024-04-28,CLIENTE_0531,PRODUTO_172,CATEGORIA_04,2,262.97,6,CARTAO_DEBITO,CIDADE_12,UF19,PAGO
532,2025-05-01,CLIENTE_0532,PRODUTO_173,CATEGORIA_05,3,264.34,7,CARTAO_CREDITO,CIDADE_13,UF20,PENDENTE
533,2026-06-02,CLIENTE_0533,PRODUTO_174,CATEGORIA_06,4,265.71,8,PIX,CIDADE_14,UF21,CANCELADO
534,2024-07-03,CLIENTE_0534,PRODUTO_175,CATEGORIA_07,5,267.08,9,BOLETO,CIDADE_15,UF22,PAGO
535,2025-08-04,CLIENTE_0535,PRODUTO_176,CATEGORIA_08,6,268.45,10,CARTAO_DEBITO,CIDADE_16,UF23,PENDENTE
536,2026-09-05,CLIENTE_0536,PRODUTO_177,CATEGORIA_09,7,269.82,11,CARTAO_CREDITO,CIDADE_17,UF24,CANCELADO
537,2024-10-06,CLIENTE_0537,PRODUTO_178,CATEGORIA_10,8,271.19,12,PIX,CIDADE_18,UF25,PAGO
538,2025-11-07,CLIENTE_0538,PRODUTO_179,CATEGORIA_11,9,272.56,13,BOLETO,CIDADE_19,UF26,PENDENTE
539,2026-12-08,CLIENTE_0539,PRODUTO_180,CATEGORIA_12,10,273.93,14,CARTAO_DEBITO,CIDADE_20,UF27,CANCELADO
540,2024-01-09,CLIENTE_0540,PRODUTO_001,CATEGORIA_01,1,275.30,15,CARTAO_CREDITO,CIDADE_21,UF01,PAGO
541,2025-02-10,CLIENTE_0541,PRODUTO_002,CATEGORIA_02,2,276.67,16,PIX,CIDADE_22,UF02,PENDENTE
542,2026-03-11,CLIENTE_0542,PRODUTO_003,CATEGORIA_03,3,278.04,17,BOLETO,CIDADE_23,UF03,CANCELADO
543,2024-04-12,CLIENTE_0543,PRODUTO_004,CATEGORIA_04,4,279.41,18,CARTAO_DEBITO,CIDADE_24,UF04,PAGO
544,2025-05-13,CLIENTE_0544,PRODUTO_005,CATEGORIA_05,5,280.78,19,CARTAO_CREDITO,CIDADE_25,UF05,PENDENTE
545,2026-06-14,CLIENTE_0545,PRODUTO_006,CATEGORIA_06,6,282.15,20,PIX,CIDADE_26,UF06,CANCELADO
546,2024-07-15,CLIENTE_0546,PRODUTO_007,CATEGORIA_07,7,283.52,21,BOLETO,CIDADE_27,UF07,PAGO
547,2025-08-16,CLIENTE_0547,PRODUTO_008,CATEGORIA_08,8,284.89,22,CARTAO_DEBITO,CIDADE_28,UF08,PENDENTE
548,2026-09-17,CLIENTE_0548,PRODUTO_009,CATEGORIA_09,9,286.26,23,CARTAO_CREDITO,CIDADE_29,UF09,CANCELADO
549,2024-10-18,CLIENTE_0549,PRODUTO_010,CATEGORIA_10,10,287.63,24,PIX,CIDADE_30,UF10,PAGO
550,2025-11-19,CLIENTE_0550,PRODUTO_011,CATEGORIA_11,1,289.00,0,BOLETO,CIDADE_31,UF11,PENDENTE
551,2026-12-20,CLIENTE_0551,PRODUTO_012,CATEGORIA_12,2,290.37,1,CARTAO_DEBITO,CIDADE_32,UF12,CANCELADO
552,2024-01-21,CLIENTE_0552,PRODUTO_013,CATEGORIA_01,3,291.74,2,CARTAO_CREDITO,CIDADE_33,UF13,PAGO
553,2025-02-22,CLIENTE_0553,PRODUTO_014,CATEGORIA_02,4,293.11,3,PIX,CIDADE_34,UF14,PENDENTE
554,2026-03-23,CLIENTE_0554,PRODUTO_015,CATEGORIA_03,5,294.48,4,BOLETO,CIDADE_35,UF15,CANCELADO
555,2024-04-24,CLIENTE_0555,PRODUTO_016,CATEGORIA_04,6,295.85,5,CARTAO_DEBITO,CIDADE_36,UF16,PAGO
556,2025-05-25,CLIENTE_0556,PRODUTO_017,CATEGORIA_05,7,297.22,6,CARTAO_CREDITO,CIDADE_37,UF17,PENDENTE
557,2026-06-26,CLIENTE_0557,PRODUTO_018,CATEGORIA_06,8,298.59,7,PIX,CIDADE_38,UF18,CANCELADO
558,2024-07-27,CLIENTE_0558,PRODUTO_019,CATEGORIA_07,9,299.96,8,BOLETO,CIDADE_39,UF19,PAGO
559,2025-08-28,CLIENTE_0559,PRODUTO_020,CATEGORIA_08,10,301.33,9,CARTAO_DEBITO,CIDADE_40,UF20,PENDENTE
560,2026-09-01,CLIENTE_0560,PRODUTO_021,CATEGORIA_09,1,302.70,10,CARTAO_CREDITO,CIDADE_01,UF21,CANCELADO
561,2024-10-02,CLIENTE_0561,PRODUTO_022,CATEGORIA_10,2,304.07,11,PIX,CIDADE_02,UF22,PAGO
562,2025-11-03,CLIENTE_0562,PRODUTO_023,CATEGORIA_11,3,305.44,12,BOLETO,CIDADE_03,UF23,PENDENTE
563,2026-12-04,CLIENTE_0563,PRODUTO_024,CATEGORIA_12,4,306.81,13,CARTAO_DEBITO,CIDADE_04,UF24,CANCELADO
564,2024-01-05,CLIENTE_0564,PRODUTO_025,CATEGORIA_01,5,308.18,14,CARTAO_CREDITO,CIDADE_05,UF25,PAGO
565,2025-02-06,CLIENTE_0565,PRODUTO_026,CATEGORIA_02,6,309.55,15,PIX,CIDADE_06,UF26,PENDENTE
566,2026-03-07,CLIENTE_0566,PRODUTO_027,CATEGORIA_03,7,310.92,16,BOLETO,CIDADE_07,UF27,CANCELADO
567,2024-04-08,CLIENTE_0567,PRODUTO_028,CATEGORIA_04,8,312.29,17,CARTAO_DEBITO,CIDADE_08,UF01,PAGO
568,2025-05-09,CLIENTE_0568,PRODUTO_029,CATEGORIA_05,9,313.66,18,CARTAO_CREDITO,CIDADE_09,UF02,PENDENTE
569,2026-06-10,CLIENTE_0569,PRODUTO_030,CATEGORIA_06,10,315.03,19,PIX,CIDADE_10,UF03,CANCELADO
